Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (in),Total Precip (in),Avg Sol Rad (Ly/day),Avg Vap Pres (mBars),Avg Max Air Temp (F),Avg Min Air Temp (F),Avg Air Temp (F),Avg Max Rel Hum (%),Avg Min Rel Hum (%),Avg Rel Hum (%),Avg Dew Point (F),Avg Wind Speed (mph),Avg Soil Temp (F)
158,Bennett Valley,North Coast Valleys,Apr-12,3.73,2.31,470,9.7,66.8,38.7,52,93,48,72,43,2.8,56.8
158,Bennett Valley,North Coast Valleys,May-12,5.65,0.37,667,10.4,74.9,39.7,58.1,93,39,64,45.5,2.9,61.9
158,Bennett Valley,North Coast Valleys,Jun-12,6.96,0.12,681,11.2,79.5,43.4,62,92,35,60,47.3,3,64.9
158,Bennett Valley,North Coast Valleys,Jul-12,6.76,0,677,12.2,82,44.8,61.8,94,37,65,49.7,2.5,66.7
158,Bennett Valley,North Coast Valleys,Aug-12,5.6,0,576,11.8,83.5,44.1,61.2,95,35,65,49,2.1,66.4
158,Bennett Valley,North Coast Valleys,Sep-12,4.44,0,481,10.9,81.4,42,58.2,95,33,66,46.7,2.1,63.2
158,Bennett Valley,North Coast Valleys,Oct-12,2.83,2,295,11.3,75.7,44,57.7,93,42,71,47.5,2.2,60.9
158,Bennett Valley,North Coast Valleys,Nov-12,1.32,7.33,184,10,64,38.9,49.9,94,54,80,44,2.4,56.1
158,Bennett Valley,North Coast Valleys,Dec-12,0.88,9.14,143,7.6,52.1,33,41.6,94,62,84,36.9,2.4,51.1
158,Bennett Valley,North Coast Valleys,Jan-13,1.45,0.83,211,6.6,56.8,29.1,40.2,94,48,76,33.3,2.4,45.2
158,Bennett Valley,North Coast Valleys,Feb-13,2.22,0.41,306,7.2,62.5,31.3,44.7,93,41,71,35.9,2.7,47.7
158,Bennett Valley,North Coast Valleys,Mar-13,3.02,1.28,357,9.2,65.7,36.9,50,94,49,74,42,2.6,52.8
158,Bennett Valley,North Coast Valleys,Apr-13,4.83,1.15,536,9.3,70.6,40.9,55.3,92,40,64,42.1,3.1,58.3
158,Bennett Valley,North Coast Valleys,May-13,5.86,0,626,10,73.7,42.6,58.2,91,39,62,44.2,2.7,62
158,Bennett Valley,North Coast Valleys,Jun-13,5.93,0,633,11.9,77.5,47.8,62.2,92,42,63,48.9,2.6,65.8
158,Bennett Valley,North Coast Valleys,Jul-13,6.09,0,632,12.5,78.6,48,60.7,94,43,69,50.3,2.5,68.2
158,Bennett Valley,North Coast Valleys,Aug-13,5.32,0,563,14.8,79.8,43.6,60.4,99,53,80,54.2,2.5,67.4
158,Bennett Valley,North Coast Valleys,Sep-13,4.55,0,465,12.5,82,43.9,60.9,97,39,69,50.2,2.6,65.8
158,Bennett Valley,North Coast Valleys,Oct-13,3.48,0,353,8.6,77.9,38,55.5,92,30,60,40.4,2.4,58.1
158,Bennett Valley,North Coast Valleys,Nov-13,1.97,1.02,226,8.2,69.8,36.4,50.8,92,39,67,38.5,2.4,53.1
158,Bennett Valley,North Coast Valleys,Dec-13,1.52,0.56,185,6.4,62.8,28.6,42,93,36,70,32.6,2.4,44.9
158,Bennett Valley,North Coast Valleys,Jan-14,1.76,0.11,213,7.3,69.2,33.6,47.3,92,33,66,35.9,2.4,46
158,Bennett Valley,North Coast Valleys,Feb-14,1.48,11.58,215,9.6,60.9,36.9,47.8,99,61,84,43.1,2.3,51.7
158,Bennett Valley,North Coast Valleys,Mar-14,3.21,3.45,365,10.1,68.9,40.9,53.4,96,48,73,44.3,2.6,55.9
158,Bennett Valley,North Coast Valleys,Apr-14,4.61,1.83,515,11.2,72.2,41.9,55.5,98,48,75,47.4,2.6,58.6
158,Bennett Valley,North Coast Valleys,May-14,6.78,0.26,685,11.4,79.1,44.8,62.5,93,35,60,47.8,2.9,62.5
158,Bennett Valley,North Coast Valleys,Jun-14,7.12,0.54,727,12.8,82.8,46.7,64,97,37,64,50.9,2.7,66.3
158,Bennett Valley,North Coast Valleys,Jul-14,6.44,0.01,618,14.8,84.1,51,65.4,97,43,70,55,2.6,69
158,Bennett Valley,North Coast Valleys,Aug-14,5.23,0,522,14.9,82.3,51.7,63.5,99,45,75,55.2,2.5,68.9
158,Bennett Valley,North Coast Valleys,Sep-14,4.18,0.12,429,14.6,81.6,49,62.8,99,44,75,54.3,2.4,67.5
158,Bennett Valley,North Coast Valleys,Oct-14,3.19,0.98,322,12.2,81.7,45.8,61.5,96,36,67,49.3,2.3,63
158,Bennett Valley,North Coast Valleys,Nov-14,1.66,2.3,202,10.8,69.5,40.5,52.6,98,49,79,46.2,2.2,56.9
158,Bennett Valley,North Coast Valleys,Dec-14,0.75,11.98,112,10.5,59.3,40.1,48,99,73,90,44.6,2.1,54.2
158,Bennett Valley,North Coast Valleys,Jan-15,1.32,0.02,195,8.7,63.4,34,45.3,99,53,83,40.4,2.2,47.2
158,Bennett Valley,North Coast Valleys,Feb-15,1.7,,,,,,,,,,,,
158,Bennett Valley,North Coast Valleys,Mar-15,3.59,0.28,418,11.6,73.2,43.2,56.7,98,47,74,48.3,2.5,57
158,Bennett Valley,North Coast Valleys,Apr-15,4.9,1.4,549,10.1,71.2,41.8,55.5,95,42,68,44.3,2.8,57.8
158,Bennett Valley,North Coast Valleys,May-15,5.18,0.11,582,12,70.7,46.4,56.5,97,54,77,49.1,2.6,61.7
158,Bennett Valley,North Coast Valleys,Jun-15,6.76,0.13,687,13.7,83.9,49.9,64.9,96,39,66,52.8,2.5,67
158,Bennett Valley,North Coast Valleys,Jul-15,6.63,0.1,634,15,82.7,54.5,66.7,94,44,68,55.4,2.7,70.2
158,Bennett Valley,North Coast Valleys,Aug-15,6.07,0.03,577,14.8,85,54.6,67.2,94,38,66,54.9,2.7,71.1
158,Bennett Valley,North Coast Valleys,Sep-15,4.79,0.38,470,12,87.2,50.2,66,90,30,57,49,2.5,68.8
158,Bennett Valley,North Coast Valleys,Oct-15,3.53,0.03,350,12.7,83.1,48.1,62.9,94,35,65,50.7,2.6,65
158,Bennett Valley,North Coast Valleys,Nov-15,1.9,1.15,245,8.6,66.7,36.6,49.2,94,39,70,39.4,2.6,54.9
158,Bennett Valley,North Coast Valleys,Dec-15,0.94,4.97,136,9.2,56.9,36.4,45.6,98,61,86,41.4,2.6,50.2
158,Bennett Valley,North Coast Valleys,Jan-16,0.85,7.87,135,10.6,57.5,40.5,48.2,99,72,90,45.2,2.3,50.8
158,Bennett Valley,North Coast Valleys,Feb-16,2.19,1.08,273,10.7,70,39.5,52.7,98,49,80,45.9,2.5,53.2
158,Bennett Valley,North Coast Valleys,Mar-16,2.6,9.28,317,11.4,64.6,42.2,52.4,100,60,84,47.6,2.6,55.9
158,Bennett Valley,North Coast Valleys,Apr-16,4.47,1.82,490,11.4,72,43.9,57.2,96,47,72,47.6,2.7,58.9
158,Bennett Valley,North Coast Valleys,May-16,5.32,0.29,572,12.8,73.9,47.1,59.7,97,53,74,51.1,2.4,62.2
158,Bennett Valley,North Coast Valleys,Jun-16,6.9,0.02,703,13,84.3,48.9,65.4,94,36,61,51.4,2.3,67
158,Bennett Valley,North Coast Valleys,Jul-16,7.5,0.48,724,13.3,86.1,48.8,65.3,97,34,63,52.2,2.5,69.4
158,Bennett Valley,North Coast Valleys,Aug-16,5.78,1.08,592,14.1,81.3,49.8,62,99,43,75,53.7,2.5,67.6
158,Bennett Valley,North Coast Valleys,Sep-16,4.81,0.72,487,12.3,83.7,48,63,96,33,64,49.9,2.4,64.5
158,Bennett Valley,North Coast Valleys,Oct-16,2.45,5.94,269,12.7,72.5,46,57.5,97,51,79,50.5,2.3,60.1
158,Bennett Valley,North Coast Valleys,Nov-16,1.56,3.41,212,11.6,67.1,40.5,51.5,100,55,88,47.9,2.1,56.2
158,Bennett Valley,North Coast Valleys,Dec-16,1.04,5.59,149,8.1,57.3,32.5,42.6,98,57,85,38.6,2.2,48
158,Bennett Valley,North Coast Valleys,Jan-17,0.97,11.19,153,9.1,55.7,34.4,43.3,100,67,92,41.2,2.4,47.1
158,Bennett Valley,North Coast Valleys,Feb-17,1.27,11.59,199,10.5,59.7,39.6,48.5,99,65,88,45,2.6,51.6
158,Bennett Valley,North Coast Valleys,Mar-17,3.07,2.81,353,10.9,67.9,40,52.9,99,53,79,46.4,2.5,54.2
158,Bennett Valley,North Coast Valleys,Apr-17,3.86,3.46,436,10.7,68.7,42,54.9,96,48,73,46.1,2.6,57.4
158,Bennett Valley,North Coast Valleys,May-17,5.68,0.06,606,12.1,75.7,45.1,59.8,96,46,70,49.2,2.5,61.5
158,Bennett Valley,North Coast Valleys,Jun-17,6.56,0.08,679,14.1,82.7,48.8,65.8,96,42,67,52.6,2.5,66.1
158,Bennett Valley,North Coast Valleys,Jul-17,7.43,0.72,689,13.6,89.3,48.8,67.5,95,31,60,52.7,2.5,68.5
158,Bennett Valley,North Coast Valleys,Aug-17,5.62,0.76,532,15,85,52.5,65.5,96,42,70,55.3,2.5,68.9
158,Bennett Valley,North Coast Valleys,Sep-17,4.59,0.67,421,13.3,85.6,52,67.1,88,33,58,50.5,2.7,66.8
158,Bennett Valley,North Coast Valleys,Oct-17,3.3,0.62,312,9.3,81.2,43.8,59.3,87,26,55,41.8,2.4,58.7
158,Bennett Valley,North Coast Valleys,Nov-17,1.1,4.77,162,11.5,64.8,41.7,51.9,99,59,86,47.8,2.1,55.6
158,Bennett Valley,North Coast Valleys,Dec-17,1.34,0.14,160,7.5,63.2,33.4,45.3,94,45,74,36.8,2.5,47
158,Bennett Valley,North Coast Valleys,Jan-18,0.89,5.15,142,10.5,58.9,38.4,47.2,100,72,93,45.1,2.1,50.3
158,Bennett Valley,North Coast Valleys,Feb-18,2.32,0.54,291,7.5,67.2,34.5,48.5,91,32,63,36.2,2.8,49.3
158,Bennett Valley,North Coast Valleys,Mar-18,2.77,7.32,327,9.7,63.9,37.8,50.1,98,51,78,43.3,2.8,52.3
158,Bennett Valley,North Coast Valleys,Apr-18,3.96,3.33,463,10.9,67.5,41.9,54,96,53,76,46.6,2.8,57.3
158,Bennett Valley,North Coast Valleys,May-18,5.03,0.53,542,12.3,72.2,47,58.7,95,52,74,49.9,2.7,61.4
158,Bennett Valley,North Coast Valleys,Jun-18,6.8,0.51,702,12.7,80.7,48.4,63.6,93,40,64,50.8,2.6,66.7
158,Bennett Valley,North Coast Valleys,Jul-18,6.64,0.54,650,14,83.9,51.3,64.4,94,41,68,53.5,2.4,69.5
158,Bennett Valley,North Coast Valleys,Aug-18,5.38,0.69,532,13.5,82.1,50.5,63,94,43,70,52.6,2.3,68.1
158,Bennett Valley,North Coast Valleys,Sep-18,4.42,0.63,465,12,80.7,46.2,60.2,94,38,68,49.2,2.4,64.4
158,Bennett Valley,North Coast Valleys,Oct-18,3.05,0.61,313,11.6,76.5,45.8,58.3,94,41,69,46.8,2.5,60.9
158,Bennett Valley,North Coast Valleys,Nov-18,1.65,4.13,188,8.8,67.4,38.8,50.9,88,43,68,39.5,2.5,52.9
158,Bennett Valley,North Coast Valleys,Dec-18,0.99,2.38,131,9.2,58.3,37.9,47.2,96,60,82,41.5,2.3,49.9
158,Bennett Valley,North Coast Valleys,Jan-19,1.02,5.18,146,10.1,59.6,40.4,48.5,97,64,85,43.9,2.3,49.3
158,Bennett Valley,North Coast Valleys,Feb-19,1.23,13.93,199,8.4,53.8,36.5,44.8,97,60,81,39,2.8,48.6
158,Bennett Valley,North Coast Valleys,Mar-19,2.65,6.34,327,9.8,61.4,39.8,50,98,56,79,43.7,2.7,52.9
158,Bennett Valley,North Coast Valleys,Apr-19,4,1.2,455,12.2,69.7,46.2,56.5,96,56,78,49.5,2.7,59.2
158,Bennett Valley,North Coast Valleys,May-19,4.17,3.87,485,12,66.8,46.2,55.1,97,63,81,49.4,2.8,61.5
158,Bennett Valley,North Coast Valleys,Jun-19,6.62,0.07,684,13.6,80.4,49.8,63.6,94,46,69,52.6,2.7,67.9
158,Bennett Valley,North Coast Valleys,Jul-19,6.89,0.06,671,14.5,83.7,50.3,64.9,96,44,69,54.4,2.4,69.5
158,Bennett Valley,North Coast Valleys,Aug-19,6.07,0.07,572,15.4,85.2,52.9,66.8,95,43,69,55.9,2.6,69.7
158,Bennett Valley,North Coast Valleys,Sep-19,4.71,0.17,466,13.3,81.8,50.1,64.3,94,38,65,52,2.8,66.8
158,Bennett Valley,North Coast Valleys,Oct-19,3.5,0.02,331,7.8,77.7,40.2,57,79,26,51,37,2.7,57.7
158,Bennett Valley,North Coast Valleys,Nov-19,1.76,0.49,215,8.7,68.3,37.1,49.8,93,42,71,40.4,2.3,52.4
158,Bennett Valley,North Coast Valleys,Dec-19,0.68,5.44,110,10.5,56.7,41.3,48.4,99,71,89,45.2,2.2,50.7
158,Bennett Valley,North Coast Valleys,Jan-20,1.12,2.23,165,9.6,58.2,36.9,46.5,99,65,88,43.2,2.3,48.3
158,Bennett Valley,North Coast Valleys,Feb-20,2.5,0.01,305,8.1,67.3,35.4,49.4,92,39,67,38.4,2.7,50.1
158,Bennett Valley,North Coast Valleys,Mar-20,2.55,1.98,312,9,61.3,38,49,95,54,77,41.5,2.7,53
158,Bennett Valley,North Coast Valleys,Apr-20,4.1,0.92,464,11.1,69,42.4,54.7,96,53,76,46.9,2.6,58.6
158,Bennett Valley,North Coast Valleys,May-20,5.24,1.52,551,12.6,74.5,46.2,59.7,96,49,73,50.2,2.6,63.3
158,Bennett Valley,North Coast Valleys,Jun-20,6.91,0.02,688,13.2,81.5,49.8,64.7,93,40,63,51.6,3,68.3
158,Bennett Valley,North Coast Valleys,Jul-20,6.72,0,670,13.7,81.8,50.9,63.9,95,44,69,52.9,2.8,69.9
158,Bennett Valley,North Coast Valleys,Aug-20,5.58,0,519,15.2,86.3,53.7,67.1,93,41,67,55,2.5,70.4
158,Bennett Valley,North Coast Valleys,Sep-20,3.88,0,382,14.2,83.7,52.1,65.3,93,42,68,53.9,2.3,67.5
158,Bennett Valley,North Coast Valleys,Oct-20,3.27,0,300,10.6,83.3,46.5,61.2,84,31,58,45.2,2.3,61.9
158,Bennett Valley,North Coast Valleys,Nov-20,1.62,0.92,198,8.5,64.9,35,47.7,94,43,74,39.5,2.4,51.8
158,Bennett Valley,North Coast Valleys,Dec-20,1.15,1.37,143,8,60.6,33.7,45.3,96,49,78,38.6,2.4,46.7
158,Bennett Valley,North Coast Valleys,Jan-21,1.19,3.08,159,9.2,59.5,38.2,47.7,96,60,85,42.2,2.4,48.5
158,Bennett Valley,North Coast Valleys,Feb-21,1.98,1.53,264,8.5,62.9,36.2,48.7,95,46,73,40,2.8,50.3
158,Bennett Valley,North Coast Valleys,Mar-21,3.35,2.14,389,7.9,63,35.3,48.4,94,45,70,38.3,2.9,51.9
158,Bennett Valley,North Coast Valleys,Apr-21,4.62,0.04,543,9.7,68.9,38.8,52.1,96,48,74,43.7,2.8,57.9
158,Bennett Valley,North Coast Valleys,May-21,6.42,0,652,10.8,77.2,44.3,59.7,92,39,63,46.4,2.9,63.3
158,Bennett Valley,North Coast Valleys,Jun-21,6.73,0.17,687,13.2,80,49.7,63.5,92,43,66,51.6,3,67.8
158,Bennett Valley,North Coast Valleys,Jul-21,6.63,0.31,644,13.8,83.1,50.6,63.4,96,43,70,53.1,2.6,69.3
158,Bennett Valley,North Coast Valleys,Aug-21,5.36,0,523,14.1,82.2,51.4,63.6,95,44,71,53.7,2.4,68.2
158,Bennett Valley,North Coast Valleys,Sep-21,4.32,0.09,433,12.9,82.5,49,62.4,94,40,68,51,2.6,65.8
158,Bennett Valley,North Coast Valleys,Oct-21,2.6,8.96,266,11.3,71.4,45.5,56.9,91,49,72,46.9,2.5,59.3
158,Bennett Valley,North Coast Valleys,Nov-21,1.24,1.32,180,11.4,66,41.5,51.5,99,61,87,47.6,2.1,55.4
158,Bennett Valley,North Coast Valleys,Dec-21,0.62,7.11,105,9.4,53.3,37.6,45,99,75,91,42.6,2.1,49.6
158,Bennett Valley,North Coast Valleys,Jan-22,1.34,0.56,183,9,61.6,35.6,46.4,98,59,84,41.4,2.3,47.9
158,Bennett Valley,North Coast Valleys,Feb-22,2.37,0.01,305,7.6,66.7,32.6,47.5,92,38,67,36.6,2.7,48.7
158,Bennett Valley,North Coast Valleys,Mar-22,3.42,0.41,386,9.3,67,37.7,51.1,95,47,73,42,2.7,53.4
158,Bennett Valley,North Coast Valleys,Apr-22,4.47,1.8,499,9.9,67.8,40,53.6,95,47,71,43.9,2.9,58
158,Bennett Valley,North Coast Valleys,May-22,5.72,0.48,582,10.9,74,43.6,58.7,94,42,65,46.4,3,62.3
158,Bennett Valley,North Coast Valleys,Jun-22,6.63,0.4,657,13.4,81.6,49.9,64.8,93,41,64,51.8,2.8,67.6
158,Bennett Valley,North Coast Valleys,Jul-22,6.31,0.02,619,14.4,81.1,50.6,63,97,48,73,54.2,2.6,69.1
158,Bennett Valley,North Coast Valleys,Aug-22,5.7,0.07,541,15,84.2,51.3,65.2,96,43,71,55.4,2.6,69.2
158,Bennett Valley,North Coast Valleys,Sep-22,4.42,0,428,13.8,84.9,51.3,65.2,93,39,67,53.2,2.4,67.3
158,Bennett Valley,North Coast Valleys,Oct-22,3.04,0.03,333,11.6,75,44,56.8,96,46,73,48,2.3,61.4
158,Bennett Valley,North Coast Valleys,Nov-22,1.58,1.26,219,7.8,63.1,33.3,45.6,94,44,74,37.7,2.4,50.9
158,Bennett Valley,North Coast Valleys,Dec-22,0.76,7.23,124,9.1,54.8,35.4,44.2,99,70,90,41.1,2.2,47.3
158,Bennett Valley,North Coast Valleys,Jan-23,1.23,7.03,167,8.3,58.2,36.8,46.5,94,53,76,38.5,2.6,47.6
158,Bennett Valley,North Coast Valleys,Feb-23,1.71,3.1,257,7.5,57.8,32.1,43.8,95,52,77,36.8,2.7,46.2
158,Bennett Valley,North Coast Valleys,Mar-23,2.35,9.17,322,8.9,56.4,37,46.3,97,61,82,40.8,2.8,49.7
158,Bennett Valley,North Coast Valleys,Apr-23,4.79,0,555,9.8,67.9,39.3,52.7,96,46,71,43.5,3,56.4
158,Bennett Valley,North Coast Valleys,May-23,4.47,0.89,521,12.4,68.3,46,55.3,98,63,82,50.1,2.6,62.5
158,Bennett Valley,North Coast Valleys,Jun-23,5.35,0.35,596,13.2,72.6,49.4,59,96,58,78,51.8,2.9,65.3
158,Bennett Valley,North Coast Valleys,Jul-23,6.96,0.01,677,14.4,85.5,49.8,65.1,96,42,68,54.2,2.5,68.9
158,Bennett Valley,North Coast Valleys,Aug-23,5.76,0,555,15.8,84.6,54.3,66.6,95,46,71,56.7,2.5,69.7
158,Bennett Valley,North Coast Valleys,Sep-23,4.03,0,438,14.3,77,50.1,61,97,52,78,54.1,2.5,66
158,Bennett Valley,North Coast Valleys,Oct-23,3.08,0.69,324,12,77,44.7,58.5,95,43,71,48.5,2.3,61.5
158,Bennett Valley,North Coast Valleys,Nov-23,1.53,3.13,203,10.2,67.5,39.5,51.1,96,48,77,44,2.2,54.4
158,Bennett Valley,North Coast Valleys,Dec-23,0.92,5.46,144,10.8,59.9,40.1,48.5,99,69,91,46,2,50.7
158,Bennett Valley,North Coast Valleys,Jan-24,1.27,6.86,194,10.9,58.9,40.7,49.2,99,69,90,46.3,2.2,50.9
158,Bennett Valley,North Coast Valleys,Feb-24,1.89,9.22,292,10.2,59.4,39.5,48.2,99,65,88,44.7,2.3,51.8
158,Bennett Valley,North Coast Valleys,Mar-24,2.79,4.65,347,10,61.6,40.9,50.5,97,60,81,44.3,2.6,54
158,Bennett Valley,North Coast Valleys,Apr-24,3.89,1.13,432,10.8,68.2,42.4,54.2,97,53,75,46.3,2.7,57.5
159,Monrovia,Los Angeles Basin,Oct-99,2.35,0,412,9.2,86,50.5,68.6,66,31,41,40.7,2.5,64.3
159,Monrovia,Los Angeles Basin,Nov-99,2.57,1.54,296,10.2,74.2,48.5,59.4,80,37,59,43.4,2.8,60.3
159,Monrovia,Los Angeles Basin,Dec-99,2.49,0.31,270,5.7,71.1,43.8,55.6,61,21,39,29.3,2.8,54.6
159,Monrovia,Los Angeles Basin,Jan-00,1.98,1.03,239,9.5,68.2,46.1,56.2,81,38,61,41.5,2.5,57.1
159,Monrovia,Los Angeles Basin,Feb-00,1.89,7.84,244,10.2,65.1,45.9,55,90,50,70,44.5,2.5,58.9
159,Monrovia,Los Angeles Basin,Mar-00,3.7,2.83,385,9.8,69.5,47.2,57.4,88,39,62,43.3,3.1,61.7
159,Monrovia,Los Angeles Basin,Apr-00,4.72,2.86,483,11.9,75.7,50.9,62.5,88,40,63,48.6,3.2,66.5
159,Monrovia,Los Angeles Basin,May-00,5.45,0.3,516,14.3,78.8,55.6,66.4,87,46,65,53.5,3.2,71.2
159,Monrovia,Los Angeles Basin,Jun-00,6.64,0,614,16.2,84.9,59.1,70.8,87,41,63,57.3,3.5,75.1
159,Monrovia,Los Angeles Basin,Jul-00,7.11,0,629,16.5,86.9,59.5,71.9,88,38,62,57.9,3.3,75
159,Monrovia,Los Angeles Basin,Aug-00,6.49,0,530,17.4,89.1,63,74.7,84,37,60,59.4,3.1,75.9
159,Monrovia,Los Angeles Basin,Sep-00,4.75,0.37,439,14.9,85.7,58.5,71.1,83,37,59,54.8,2.7,71.2
159,Monrovia,Los Angeles Basin,Oct-00,2.87,1.22,304,13.5,73.2,54.1,62.5,89,49,70,52.1,2.7,65.2
159,Monrovia,Los Angeles Basin,Nov-00,2.59,0,304,7.7,69.8,43.6,55.3,77,30,52,36.7,2.6,56.4
159,Monrovia,Los Angeles Basin,Dec-00,2.14,0.02,238,7.6,70.7,45.1,56.4,71,31,50,35.4,2.3,55.8
159,Monrovia,Los Angeles Basin,Jan-01,2.07,4.47,261,7.4,64.2,42.1,52.1,78,37,58,35.5,2.6,54.3
159,Monrovia,Los Angeles Basin,Feb-01,1.85,7.19,263,8.7,62,43.2,52,84,48,67,40.3,3,56.1
159,Monrovia,Los Angeles Basin,Mar-01,3.32,1.17,368,11.6,69.1,48.6,58.2,90,50,71,48.3,3,62.5
159,Monrovia,Los Angeles Basin,Apr-01,4.25,1.88,465,10.5,69,48.2,57.9,88,44,64,45.4,3.4,64.3
159,Monrovia,Los Angeles Basin,May-01,5.59,0.14,536,14.9,79.9,56.5,66.5,88,47,67,54.9,3.4,71.5
159,Monrovia,Los Angeles Basin,Jun-01,6.5,0,596,15.3,84.2,58.6,70.8,86,39,60,55.8,3.3,73.8
159,Monrovia,Los Angeles Basin,Jul-01,6.66,0,603,17,84.5,60.3,71,88,44,65,58.7,3.4,74.6
159,Monrovia,Los Angeles Basin,Aug-01,6.4,0,557,17.2,88.1,60.9,72.7,87,40,63,59.3,3.1,74.4
159,Monrovia,Los Angeles Basin,Sep-01,4.98,0,463,16,86.4,59.7,71,85,40,62,56.9,2.9,71.6
159,Monrovia,Los Angeles Basin,Oct-01,3.18,0.03,324,14.5,78.8,54.5,65.6,88,46,68,54.4,2.5,66.7
159,Monrovia,Los Angeles Basin,Nov-01,2.11,2.06,262,11.4,70.6,49.2,58.9,86,45,67,46.9,2.4,60.5
159,Monrovia,Los Angeles Basin,Dec-01,1.78,1.29,230,8,64.3,42.2,51.9,82,38,61,38.1,2.3,53.5
159,Monrovia,Los Angeles Basin,Jan-02,2.27,1.59,283,7.4,66.5,41.8,53.1,77,31,54,35.3,2.8,54.7
159,Monrovia,Los Angeles Basin,Feb-02,3.21,0.34,393,7.7,72.8,44.4,57.3,74,28,49,36.3,3.3,56.7
159,Monrovia,Los Angeles Basin,Mar-02,4.21,0.86,451,8.5,69.4,45.4,56.4,80,33,55,39,3.7,60.2
159,Monrovia,Los Angeles Basin,Apr-02,4.24,0.16,470,11.2,70.7,48.9,59,87,45,66,47.1,3.7,65.4
159,Monrovia,Los Angeles Basin,May-02,5.58,0.34,553,12.3,75.8,52,62.8,86,43,64,49.6,3.8,68
159,Monrovia,Los Angeles Basin,Jun-02,6.38,0.07,626,15.4,81.4,57.5,68.1,88,44,66,56.1,3.7,73.3
159,Monrovia,Los Angeles Basin,Jul-02,7.36,0,668,16.9,86.8,61.1,72.3,86,40,63,58.7,3.8,75.5
159,Monrovia,Los Angeles Basin,Aug-02,6.35,0,579,16.1,85.6,59.2,71,85,40,62,57.1,3.4,72.9
159,Monrovia,Los Angeles Basin,Sep-02,5.38,0,498,14.7,87.5,59.9,72.2,79,34,55,54.5,3.1,70.3
159,Monrovia,Los Angeles Basin,Oct-02,2.9,0,301,12.6,73.2,52.6,62.3,83,47,67,50.5,3,64
159,Monrovia,Los Angeles Basin,Nov-02,2.84,3.88,274,9.1,75.7,50.6,61.7,73,30,51,40.7,3.3,59.5
159,Monrovia,Los Angeles Basin,Dec-02,1.94,2.52,240,8.8,65,42.9,53.2,84,39,63,40.8,2.9,55.3
159,Monrovia,Los Angeles Basin,Jan-03,2.42,0.02,219,8.6,75.7,48.8,60.7,71,29,50,39.8,3.2,57.5
159,Monrovia,Los Angeles Basin,Feb-03,1.96,6.06,235,9.2,65.9,46.6,55.7,81,39,61,40.9,3.4,58.2
159,Monrovia,Los Angeles Basin,Mar-03,4.2,3.68,430,9.7,72.1,47,59.5,81,36,57,43,3.6,61.3
159,Monrovia,Los Angeles Basin,Apr-03,4.32,1.42,469,9.7,68.4,46.7,57.5,83,40,61,43.4,3.7,63.4
159,Monrovia,Los Angeles Basin,May-03,5.16,1.32,503,13.2,75.9,52.6,63.8,87,46,65,51.6,3.6,68.4
159,Monrovia,Los Angeles Basin,Jun-03,4.21,0,427,15.8,76,58.4,65.9,88,56,73,56.9,3.6,70.8
159,Monrovia,Los Angeles Basin,Jul-03,7.06,0,603,18.7,89.5,64.5,75.7,84,42,62,61.6,3.6,76.4
159,Monrovia,Los Angeles Basin,Aug-03,7.48,0,631,15.5,92,63.3,76.4,74,31,51,56.2,3.5,74.4
159,Monrovia,Los Angeles Basin,Sep-03,5.4,0,512,16.7,86.6,60.6,71.3,85,42,65,58.4,3.2,71.8
159,Monrovia,Los Angeles Basin,Oct-03,3.98,0.37,370,13.4,83.9,56.8,68.9,78,38,58,51.4,3,67
159,Monrovia,Los Angeles Basin,Nov-03,2.33,0.44,270,9.1,68.8,46.5,56.5,79,37,58,40.8,2.6,58.1
159,Monrovia,Los Angeles Basin,Dec-03,1.92,2.15,214,7.6,65.7,42.3,53.2,78,33,54,35.9,2.8,54.5
159,Monrovia,Los Angeles Basin,Jan-04,2.37,0.27,267,8,67,43.8,54.3,79,33,56,37.7,3,54.9
159,Monrovia,Los Angeles Basin,Feb-04,2.37,6.25,291,7.9,64.2,43,52.9,78,38,58,37,3.2,55.9
159,Monrovia,Los Angeles Basin,Mar-04,4.37,1.22,450,11.5,77.3,50,62.7,84,38,61,47.8,3.3,64.1
159,Monrovia,Los Angeles Basin,Apr-04,4.75,0.73,483,11.3,74.8,51.5,62.4,83,42,61,47.2,3.4,66.5
159,Monrovia,Los Angeles Basin,May-04,5.94,0.01,527,12.1,80.1,55.4,67.9,75,38,54,49.2,3.7,69.8
159,Monrovia,Los Angeles Basin,Jun-04,5.6,0.02,533,15.7,79.5,59.3,67.9,84,49,67,56.6,4,72.6
159,Monrovia,Los Angeles Basin,Jul-04,6.97,0,595,15.9,87.8,60.7,72.7,81,38,59,56.9,3.7,74.2
159,Monrovia,Los Angeles Basin,Aug-04,6.23,0,541,16.9,86.1,61,71.8,84,42,64,58.6,3.7,74.1
159,Monrovia,Los Angeles Basin,Sep-04,5.11,0,443,14.4,87,60.9,72.6,75,34,53,53.2,3.5,71.1
159,Monrovia,Los Angeles Basin,Oct-04,3.02,6.57,314,13.7,75,53.6,62.6,88,48,71,52.8,3.1,65
159,Monrovia,Los Angeles Basin,Nov-04,2.21,1.37,256,9.3,67.6,45.8,55.8,82,38,61,41.6,2.9,58.1
